#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
ddmmeg12;Double Dance Mania: Mega 12;mame;;2007;Senario;Handheld / Plug n' Play TV Game / Music;2;0;joystick (16-way),joystick (16-way);imperfect;1;raster;;;Non-arcade;6;;;;
ddmsup;Double Dance Mania: Supreme / Dance Supreme;mame;;200?;Senario;Handheld / Plug n' Play TV Game / Music;2;0;joystick (16-way),joystick (16-way);imperfect;1;raster;;;Non-arcade;6;;;;
ddealer;Double Dealer;mame;;1991;NMK;Puzzle / Drop * Mature *;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;2;;;;
b85dbldl;Double Dealer (System 85, set 1);mame;;1989;BFM;Electromechanical / Reels;1;;only_buttons;preliminary;0;;;;???;8;;;;
ac1dbldx;Double Deluxe (Pcp) (ACESYS1);mame;;199?;Pcp;Slot Machine / Reels;1;;;preliminary;0;;;;???;;;;;
sc2dbl;Double Diamond (Bellfruit) (set 2, UK) (Scorpion 2/3);mame;;199?;BFM;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;6;;;;
sc4dbldm;Double Diamond (Qps) (Scorpion 4);mame;;200?;Qps;Electromechanical / Reels;1;;mahjong,hanafuda;preliminary;0;;;;???;30;;;;
m4dbldm;Double Diamond Club (Barcrest) (MPU4) (CDD 0.5);mame;;199?;Barcrest;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
dbldolph;Double Dolphins (20000211, NSW/ACT);mame;;2000;Aristocrat;Slot Machine / Video Slot;0;0;;preliminary;1;raster;aristmk6;;???;;;;;
doubledr;Double Dragon (Neo-Geo);mame;;1995;Technos Japan;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;;2P sim;4;;;;
pc_ddrgn;Double Dragon (PlayChoice-10);mame;;1988;Technos Japan;Fighter / 2.5D;2;0;joystick (8-way),joystick (8-way);good;2;raster;playch10;;2P sim;2;;;;
tddragon;Double Dragon (Tiger);mame;;1988;Tiger Electronics;Handheld / Electronic Game;1;0;joystick (8-way);good;1;svg;;;Non-arcade;2;;;;
ddragon;Double Dragon (World set 1);mame;;1987;Technos Japan (Taito license);Fighter / 2.5D;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
msidd;Double Dragon - 30 Years Anniversary (Plug & Play);mame;;2017;MSI / Arc System Works;Handheld / Plug n' Play TV Game / Fighting;1;0;joystick (8-way);imperfect;1;raster;;;Non-arcade;2;;;;
tddragon3;Double Dragon 3: The Rosetta Stone (Tiger);mame;;1991;Tiger Electronics;Handheld / Electronic Game;1;0;joystick (8-way);good;1;svg;;;Non-arcade;3;;;;
ddragon3;Double Dragon 3: The Rosetta Stone (US);mame;;1990;East Technology / Technos Japan;Fighter / 2.5D;3;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;3P sim;3;;;;
tddragon2;Double Dragon II: The Revenge (Tiger);mame;;1990;Tiger Electronics;Handheld / Electronic Game;1;0;joystick (8-way);good;1;svg;;;Non-arcade;3;;;;
ddragon2;Double Dragon II: The Revenge (World);mame;;1988;Technos Japan;Fighter / 2.5D;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
ddribble;Double Dribble;mame;;1986;Konami;Sports / Basketball;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
kdribble;Double Dribble (handheld);mame;;1989;Konami;Handheld / Electronic Game;1;0;joystick (8-way);good;1;svg;;;Non-arcade;1;;;;
pc_dbldr;Double Dribble (PlayChoice-10);mame;;1987;Konami (Nintendo of America license);Sports / Basketball;2;0;joystick (8-way),joystick (8-way);good;2;raster;playch10;;2P sim;2;;;;
sc4dblfr;Double Frenzy (PR7060) (Qps) (Scorpion 4) (set 1);mame;;200?;Qps;Electromechanical / Reels;1;;mahjong,hanafuda;preliminary;0;;;;???;30;;;;
m5dblfun;Double Fun (Lowen) (MPU5);mame;;199?;Lowen;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
dblheart;Double Hearts;mame;;1998;IGT;Slot Machine / Video Slot;1;0;keyboard;preliminary;2;raster;;;???;73;;;;
ep_dblim;Double Impact (Maygay - Impulse) (EPOCH) (set 1);mame;;199?;Maygay;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
bb_dblit;Double It (Bellfruit) (Black Box) (10p Stake, £2 Jackpot);mame;;1981;BFM;Electromechanical / Reels;1;;gambling;preliminary;0;;;;1P;5;;;;
as_djpa;Double Jackpot (Astra, V004);mame;;200?;Astra;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
as_djp;Double Jackpot (Astra, V107);mame;;200?;Astra;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
as_djpb;Double Jackpot (Astra, V109);mame;;200?;Astra;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
cgidjp;Double Joker Poker (CGI);mame;;198?;CGI;Gambling / Cards;1;0;gambling;good;1;raster;;;1P;14;;;;
ddellf96;Double Joker Poker Dellfern 1996;mame;;1996;Dellfern Ltd.;Gambling / Cards;1;0;gambling;good;1;raster;;;1P;14;;;;
m4dnj;Double Nudge (Cotswold Microsystems) (MPU4) (set 1);mame;;199?;Cotswold Microsystems;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
m5dblqts;Double Or Quits (Bwb) (MPU5) (set 1);mame;;199?;Bwb;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
dplay;Double Play;mame;;1977;Midway;Sports / Baseball;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;3;;;;
ablmini;Double Players Mini Joystick 80-in-1 (MJ8500, ABL TV Game);mame;;2006;Advance Bright Ltd;Handheld / Plug n' Play TV Game / Multi-Games;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;Non-arcade;2;;;;
dblpoint;Double Point;mame;;1995;Min Corp.;Puzzle / Match * Mature *;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
v4dbltak;Double Take (BWB) (Release 4, Arcade Standard, 20p/25p Stake Key, £5/£10/£15 Prize Key) (MPU4 Video);mame;;1997;BWB;Gambling / Misc.;1;0;only_buttons;preliminary;1;raster;;;???;10;;;;
ep_doubl;Double Top (Maygay) (EPOCH) (1.4, set 1);mame;;199?;Maygay;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
m4dblup;Double Up (Barcrest) (MPU4) (DU 1.5);mame;;199?;Barcrest;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
pr_dblup;Double Up (Project) (PROCONN);mame;;199?;Project;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
dblewing;Double Wings (set 1);mame;;1993;Mitchell;Shooter / Flying Vertical;2;90;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
sp_dyour;Double Your Money (Ace) (sp.ACE);mame;;199?;Ace;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
jubileep;Double-Up Poker (Jubilee);mame;;1985;Jubilee;Gambling / Cards;1;0;gambling;preliminary;1;raster;;;1P;7;;;;
sc4darw;Dough & Arrow (Qps) (Scorpion 4) (set 1);mame;;200?;Qps;Electromechanical / Reels;1;;mahjong,hanafuda;preliminary;0;;;;???;30;;;;
hb_dac;Dough & Arrow Club (Qps, set 1);mame;;200?;Qps;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
sc4dhh;Dough Ho Ho (Bellfruit) (Scorpion 4) (set 1);mame;;200?;BFM;Electromechanical / Reels;1;;mahjong,hanafuda;preliminary;0;;;;???;30;;;;
sc5dhh;Dough Ho Ho (Bellfruit) (Scorpion 5) (set 1);mame;;200?;BFM;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
sc4dough;Dough Selecta (Bellfruit) (Scorpion 4) (set 1);mame;;200?;BFM;Electromechanical / Reels;1;;mahjong,hanafuda;preliminary;0;;;;???;30;;;;
sc5dough;Dough Selecta (Bellfruit) (Scorpion 5) (set 1);mame;;200?;BFM;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
sc2downt;Down Town (Bellfruit) (set 7, UK) (Scorpion 2/3);mame;;199?;BFM;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;6;;;;
downhill;Downhill Bikers (World, DH2 Ver. A);mame;;1997;Namco;Driving / Race (chase view) Bike;2;0;joystick (vertical2-way),dial,paddle,joystick (vertical2-way);preliminary;1;raster;;;1P;3;;;;
downtown;DownTown / Mokugeki (set 1);mame;;1989;Seta;Fighter / Vertical;2;270;joystick (8-way),positional,joystick (8-way),positional;good;1;raster;;;2P sim;2;;;;
dpb7000;DPB-7000;mame;;1981;Quantel;Computer Graphic Workstation / Broadcast Television;1;0;lightgun,pedal,keyboard;preliminary;2;raster;;;Non-arcade;5;;;;
fdpc200;DPC-200 (MSX1, Italy);mame;;1985;Fenner;Computer / Home System;2;0;joystick (8-way),keyboard,joystick (8-way);good;1;raster;;;Non-arcade;2;;;;
dpc200e;DPC-200E (MSX1, French);mame;;1985;Daewoo;Computer / Home System;2;0;joystick (8-way),keyboard,joystick (8-way);good;1;raster;;;Non-arcade;2;;;;
dphlac;dphlac;mame;;;;Gambling / Cards;;;;;;;;;;;;;;
dpplson;dpplson;mame;;;;Slot Machine / Reels;;;;;;;;;;;;;;
dps1;DPS-1;mame;;1979;Ithaca InterSystems;Musical Instrument / Audio Sequencer;1;0;keyboard;good;1;raster;;;Non-arcade;73;;;;
dpsv55;DPS-V55 Multi-Effect Processor;mame;;1998;Sony;Musical Instrument / Audio Sequencer;0;0;;preliminary;1;lcd;;;Non-arcade;;;;;
dpsd7;dpsd7;mame;;;;;;;;;;;;;;;;;;
j6drdogh;Dr Dough (Qps) (IMPACT);mame;;199?;Qps;Slot Machine / Reels;1;;;preliminary;0;;;;???;;;;;
dd_l2;Dr. Dude (LA-2);mame;;1990;Bally;Electromechanical / Pinball;1;;keypad;preliminary;0;;;;Pinball;64;;;;
drdunk;Dr. Dunk;mame;;1979;Kmart Corporation;Handheld / Electronic Game;1;;joystick (16-way);good;0;;;;Non-arcade;1;;;;
pc_drmro;Dr. Mario (PlayChoice-10);mame;;1990;Nintendo;Puzzle / Drop;2;0;joystick (8-way),joystick (8-way);good;2;raster;playch10;;2P sim;2;;;;
drmicro;Dr. Micro;mame;;1983;Sanritsu;Platform / Run Jump;2;270;joystick (4-way),joystick (4-way);good;1;raster;;;2P alt;1;;;;
drtomy;Dr. Tomy;mame;;1993;Playmark;Puzzle / Drop * Mature *;2;0;joystick (4-way),joystick (4-way);good;1;raster;;;2P sim;2;;;;
drtoppel;Dr. Toppel's Adventure (World);mame;;1987;Kaneko / Taito Corporation Japan;Shooter / Flying Vertical;2;90;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;2;;;;
sc2drwho;Dr.Who The Timelord (set 1, UK, Single Site) (Scorpion 2/3);mame;;1994;BFM;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;1P;6;;;;
sc5dracp;Drac Pack (Bellfruit) (Scorpion 5) (set 1);mame;;200?;BFM;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
draco;Draco;mame;;1981;Cidelsa;Shooter / Field;1;90;double joystick;imperfect;1;raster;;;2P alt;;;;;
m4drac;Dracula (Barcrest - Nova) (German) (MPU4) (DRA 2.1);mame;;199?;Barcrest;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
edracula;Dracula (Epoch);mame;;1982;Epoch;Handheld / Electronic Game;1;0;joystick (8-way);good;1;svg;;;Non-arcade;1;;;;
dracula;Dracula (Pinball);mame;;1979;Stern;Electromechanical / Pinball;1;;keypad;preliminary;0;;;;Pinball;38;;;;
mag_drac;Dracula's Castle (Magnet System);mame;;1987;EFO SA / Cedar;Platform / Fighter Scrolling;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;cedmag;;???;3;;;;
dragrace;Drag Race;mame;;1977;Atari (Kee Games);Driving / Race;2;0;dial,dial;good;1;raster;;;2P sim;6;;;;
dragon;Dragon;mame;;1978;Gottlieb;Electromechanical / Pinball;1;;keypad;preliminary;0;;gts1;;Pinball;40;;;;
m4dragon;Dragon (Nova) (MPU4) (DGL 0.1);mame;;199?;Nova;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
dgnbeta;Dragon 128 (Beta);mame;;1984;Dragon Data Ltd;Computer / Home System;1;0;keyboard;preliminary;1;raster;;;Non-arcade;70;;;;
dragon32;Dragon 32;mame;;1982;Dragon Data Ltd;Computer / Home System;2;0;joystick (analog),keyboard,joystick (analog);good;1;raster;;;Non-arcade;1;;;;
jak_dbz;Dragon Ball Z (JAKKS Pacific TV Game, Game-Key Ready);mame;;2005;JAKKS Pacific Inc / Handheld Games;Handheld / Plug n' Play TV Game / Pinball;1;0;joystick (8-way);imperfect;1;raster;;;Non-arcade;5;;;;
dbz;Dragon Ball Z (rev B);mame;;1993;Banpresto;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;2P sim;4;;;;
dbzbgck;Dragon Ball Z - Bucchigiri no Chou Kessen;mame;;2006;Banpresto;Medal Game / Action;0;0;;preliminary;1;raster;;;???;;;;;
dbz2;Dragon Ball Z 2 - Super Battle;mame;;1994;Banpresto;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;2P sim;4;;;;
dbzonep;Dragon Ball Z x One Piece: Battle Taikan Gum-Gum no Kamehameha: Omee no Koe de Ora o Yobu (Japan);mame;;2008;Bandai / Koto;Handheld / Plug n' Play TV Game;0;0;;preliminary;1;raster;;;Non-arcade;;;;;
dbzscout;Dragon Ball Z: Scouter Battle Taikan Kamehameha: Ora to Omee to Scouter (Japan);mame;;2007;Bandai / Koto;Handheld / Plug n' Play TV Game;0;0;;preliminary;1;raster;;;Non-arcade;;;;;
dbzvrvs;Dragon Ball Z: V.R. V.S. (Japan, Rev A);mame;;1994;Sega / Banpresto;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;2P sim;3;;;;
dragnblz;Dragon Blaze;mame;;2000;Psikyo;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
drgnbowl;Dragon Bowl (set 1, encrypted program);mame;;1992;Nics;Fighter / 2.5D;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
dbreed;Dragon Breed (World, M81 hardware);mame;;1989;Irem;Shooter / Flying Horizontal;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;4;;;;
drgnbstr;Dragon Buster;mame;;1984;Namco;Platform / Fighter Scrolling;2;0;joystick (4-way),joystick (4-way);good;1;raster;;;2P alt;2;;;;
dragchrn;Dragon Chronicles (DC001 Ver. A);mame;;2002;Namco;Shooter / Flying Vertical;0;0;;preliminary;1;raster;sys246;;???;;;;;
m5dragnd;Dragon Drop (Barcrest - Red Gaming) (MPU5, set 1);mame;;199?;Barcrest / Red Gaming;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
dragngun;Dragon Gun (US);mame;;1993;Data East Corporation;Shooter / Gun;2;0;lightgun,lightgun;imperfect;1;raster;;;2P sim;2;;;;
drgnlord;Dragon Lord (10173511, NSW/ACT);mame;;2004;Aristocrat;Slot Machine / Video Slot;0;0;;preliminary;1;raster;aristmk6;;???;;;;;
drgnmgic;Dragon Magic (2J015711, NSW/ACT);mame;;2006;Aristocrat;Slot Machine / Video Slot;0;0;;preliminary;1;raster;aristmk6;;???;;;;;
dragonmj;Dragon Mahjong (Ver 1.20);mame;;1993;OCT;Tabletop / Mahjong;2;0;mahjong,gambling,mahjong;preliminary;1;raster;;;1P;26;;;;
drgnmst;Dragon Master (set 1);mame;;1994;Unico;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;7;;;;
dgnmsx;Dragon MSX-64 (MSX1, Spain);mame;;1985;Eurohard S.A.;Computer / Home System;2;0;joystick (8-way),keyboard,joystick (8-way);good;1;raster;;;Non-arcade;2;;;;
drgpunch;Dragon Punch (Japan);mame;;1989;Dynax;Tabletop / Shanghai * Mature *;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;3;;;;
dsaber;Dragon Saber (World, DO2);mame;;1990;Namco;Shooter / Flying Vertical;2;90;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
dslayrr;Dragon Slayer (Russia, v15.B, 2005/08/10);mame;;2005;Astro Corp.;Gambling / Misc.;1;0;keyboard;preliminary;1;raster;;;???;103;;;;
dragsphr;Dragon Sphere;mame;;199?;Konami;Slot Machine / Video Slot;1;0;;preliminary;1;raster;;;???;;;;;
dspirit;Dragon Spirit (new version (DS3));mame;;1987;Namco;Shooter / Flying Vertical;2;90;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;3;;;;
dragntr;Dragon Treasure (Rev B) (GDS-0030B);mame;;2003;Sega;Medal Game / Adventure;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomigd;;???;6;;;;
dragntr2;Dragon Treasure 2 (Rev A) (GDS-0037A);mame;;2004;Sega;Medal Game / Adventure;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomigd;;???;6;;;;
dragntr3;Dragon Treasure 3 (Rev A) (GDS-0041A);mame;;2005;Sega;Medal Game / Adventure;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomigd;;???;6;;;;
drgnunit;Dragon Unit / Castle of Dragon;mame;;1989;Athena / Seta;Platform / Fighter Scrolling;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
drgnwrld;Dragon World (World, V040O);mame;;1997;IGS;Tabletop / Shanghai * Mature *;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
drgw3;Dragon World 3 / Zhongguo Long 3 / Dungfong Zi Zyu 3 / Chuugokuryuu 3 Special (ver. 106);mame;;1998;IGS;Tabletop / Shanghai;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;pgm;;2P sim;4;;;;
dwex;Dragon World 3 EX / Zhongguo Long 3 EX / Dungfong Zi Zyu 3 EX / Chuugokuryuu 3 EX (ver. 100);mame;;2000;IGS;Tabletop / Shanghai;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;pgm;;2P sim;4;;;;
drgw2;Dragon World II (ver. 110X, Export);mame;;1997;IGS;Tabletop / Shanghai;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;pgm;;1P;4;;;;
drgneye;Dragon's Eye (0100521V, NSW/ACT);mame;;1997;Aristocrat;Slot Machine / Video Slot;1;0;keypad,gambling;imperfect;1;raster;aristmk5;;1P;15;;;;
dragonsh;Dragon's Heaven (development board);mame;;1997;Face;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;neogeo;;2P sim;4;;;;
dlair;Dragon's Lair (US Rev. F2);mame;;1983;Cinematronics;Platform / Run Jump;1;0;joystick (8-way);good;1;raster;;;2P alt;1;;;;
dlair2;Dragon's Lair 2: Time Warp (US v3.19);mame;;1991;Leland Corporation;Platform / Run Jump;1;0;;preliminary;1;raster;;;2P alt;;;;;
dragfist;Dragonfist;mame;;1982;Stern;Electromechanical / Pinball;1;;keypad;preliminary;0;;;;Pinball;38;;;;
dragnfly;Dragonfly (Konami Endeavour, Russia);mame;;200?;Konami;Slot Machine / Video Slot;1;0;gambling;preliminary;1;raster;konendev;;???;21;;;;
dragoona;Dragoon Might (ver AAB);mame;;1995;Konami;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;konamigx;;2P sim;6;;;;
drakor;Drakor;mame;;1980;Taito do Brasil;Electromechanical / Pinball;1;;keypad;preliminary;0;;;;Pinball;44;;;;
drakton;Drakton (DK conversion);mame;;1984;Epos Corporation;Shooter / Field;2;270;joystick (4-way),joystick (4-way);good;1;raster;;;2P alt;1;;;;
keithlcy;Dramatic Adventure Quiz Keith & Lucy (Japan);mame;;1993;Visco;Quiz / Questions in Japanese;2;0;only_buttons,only_buttons;good;1;raster;;;2P sim;4;;;;
drw80pkr;Draw 80 Poker (Minn);mame;;1983;IGT - International Game Technology;Gambling / Cards;1;0;gambling;good;1;raster;;;1P;9;;;;
draw88pkr;Draw 88 Poker (V2.0);mame;;1988;BTE, Inc.;Gambling / Cards;1;0;gambling;good;1;raster;;;1P;11;;;;
dpoker;Draw Poker (Bally, 03-20);mame;;1985;Bally;Gambling / Cards;1;0;gambling;good;1;raster;;;1P;12;;;;
cdrawpkr;Draw Poker (Joker Poker V.01);mame;;1984;Coinmaster;Gambling / Cards;1;0;gambling;good;1;raster;;;1P;13;;;;
mdrawpkr;Draw Poker - Joker's Wild (Standard);mame;;1984;Meyco Games, Inc.;Gambling / Cards;1;0;gambling;imperfect;1;raster;;;1P;8;;;;
krampcb2;Draw Poker HI-LO (bootleg, set 1);mame;;1983;bootleg;Gambling / Cards;1;0;gambling;good;1;raster;;;1P;11;;;;
dphljp;Draw Poker HI-LO (Japanese);mame;;1983;<unknown>;Gambling / Cards;1;0;gambling;good;1;raster;;;1P;11;;;;
dphl;Draw Poker HI-LO (M.Kramer);mame;;1982;M.Kramer Manufacturing.;Gambling / Cards;1;0;gambling;good;1;raster;;;1P;11;;;;
pkii_dm;Draw Poker HI-LO (PKII/DM);mame;;198?;<unknown>;Gambling / Cards;1;0;gambling;good;1;raster;;;1P;11;;;;
dwarfd;Draw Poker III / Dwarfs Den (Dwarf Gfx);mame;;1981;Electro-Sport;Gambling / Cards;1;0;gambling;imperfect;1;raster;;;1P;9;;;;
d6800;Dream 6800;mame;;1979;Michael Bauer;Computer / Construction Kit;1;0;keyboard;good;1;raster;;;Non-arcade;18;;;;
dream9;Dream 9 (v1.52);mame;;1990;Excellent System;Slot Machine / Video Slot;1;0;gambling;preliminary;1;raster;;;???;11;;;;
d9final;Dream 9 Final (v2.24);mame;;1992;Excellent System;Slot Machine / Video Slot;1;0;gambling;good;1;raster;;;1P;10;;;;
d9flower;Dream 9 Flower (v1.00c, set 1);mame;;1998;Cadence Technology;Slot Machine / Video Slot;1;0;gambling;preliminary;1;raster;;;???;9;;;;
dreambal;Dream Ball (Japan V2.4);mame;;1993;NDK / Data East;Gambling / Cards;1;0;gambling;good;1;raster;;;1P;9;;;;
